,F,G,average_artificial_time_cal,average_idle_time1,average_idle_time2,busy_ration1,busy_ration2,customer_num,loss_ration,time
0,0.5,0.0,29.925463448275863,9.570750750000002,2.103621243243244,0.764063717693247,0.9314732766319452,150.0,0.5166666666666667,2022-06-17 11:17:29.100461
1,0.5,1.0,28.395958666666665,13.331547769230772,2.798259315789476,0.6886582430507391,0.9044886451624304,150.0,0.6301369863013698,2022-06-17 11:17:29.555902
2,0.5,2.0,29.30032211111111,12.879738461538457,4.000621058823527,0.7025945080536229,0.8791977771912616,150.0,0.5263157894736842,2022-06-17 11:17:29.948209
3,0.5,3.0,26.228443518518535,15.513243461538444,2.9688211590909,0.6371211293067965,0.8824771166163566,150.0,0.5714285714285714,2022-06-17 11:17:30.387068
4,0.5,4.0,27.140479379310342,12.832640535714287,2.671127279069768,0.6865686084560229,0.8998083638949146,150.0,0.5245901639344263,2022-06-17 11:17:30.827160
5,0.8,0.0,25.552552866666666,12.190639068965519,2.831852775,0.6843791470968181,0.8988718923978063,150.0,0.5652173913043478,2022-06-17 11:17:31.282546
6,0.8,1.0,28.85524714814815,12.500662307692311,1.9538221794871806,0.705629379438392,0.9309859149916293,150.0,0.6086956521739131,2022-06-17 11:17:31.738410
7,0.8,2.0,26.243474499999994,19.449230521739135,3.6285236976744213,0.5847174178243847,0.855152209199968,150.0,0.6470588235294118,2022-06-17 11:17:32.193383
8,0.8,3.0,24.493396862068973,14.485327035714281,2.108108023255811,0.6365355270847929,0.9187661666818111,150.0,0.5735294117647058,2022-06-17 11:17:32.633185
9,0.8,4.0,28.189572461538464,14.602522359999998,1.6158055799999989,0.6675175429770891,0.9264199710070187,150.0,0.6388888888888888,2022-06-17 11:17:33.120531
10,1.0,0.0,27.85399648148148,14.66208292307692,2.706161619047615,0.6636163820507351,0.8997074119168638,150.0,0.5909090909090909,2022-06-17 11:17:33.559930
11,1.0,1.0,27.665523206896555,10.980988178571424,2.101543474999996,0.722944153395283,0.9242528609871182,150.0,0.5396825396825397,2022-06-17 11:17:33.998981
12,1.0,2.0,25.81541444827586,12.74562878571429,3.8068485142857185,0.6771871038150777,0.8794783083190028,150.0,0.5,2022-06-17 11:17:34.408146
13,1.0,3.0,24.168884249999998,11.262588806451614,1.739311869565219,0.688974256468462,0.9287259057368599,150.0,0.5844155844155844,2022-06-17 11:17:34.925936
14,1.0,4.0,33.27842785714286,18.499614049999998,3.014455657142855,0.6538373048506623,0.9012892290205214,150.0,0.7,2022-06-17 11:17:35.366128
15,1.2,0.0,24.927201896551722,13.447094107142862,3.013709350000005,0.6575258596791985,0.8903515074287877,150.0,0.5915492957746479,2022-06-17 11:17:35.830858
16,1.2,1.0,23.584453032258065,13.379539299999996,2.555969272727269,0.6455764394973034,0.9006956038520663,150.0,0.5230769230769231,2022-06-17 11:17:36.298395
17,1.2,2.0,25.313096793103448,13.090603785714283,3.201092615384613,0.6669713428202321,0.8865703105128117,150.0,0.546875,2022-06-17 11:17:36.738797
18,1.2,3.0,28.42589711111111,13.82329803846154,4.874859000000001,0.6810682726147989,0.8572458626593457,150.0,0.509090909090909,2022-06-17 11:17:37.115782
19,1.2,4.0,27.41273878571429,13.157387370370365,2.7294995121951198,0.683605704705152,0.9003305419209298,150.0,0.6111111111111112,2022-06-17 11:17:37.586617
20,1.4,0.0,27.619066586206895,10.589979392857146,1.0943237435897453,0.729816043275018,0.9611118896576778,150.0,0.546875,2022-06-17 11:17:38.027189
21,1.4,1.0,27.277816360000003,17.685715083333335,4.484818777777779,0.6163628202559555,0.8540734808180412,150.0,0.5535714285714286,2022-06-17 11:17:38.419455
22,1.4,2.0,25.82511525925926,15.661430461538465,4.1587350270270305,0.6313206908970415,0.8606820854728681,150.0,0.55,2022-06-17 11:17:38.827548
23,1.4,3.0,26.493383629629626,16.080096653846155,3.5476237674418605,0.6311266233534859,0.8654073575155453,150.0,0.578125,2022-06-17 11:17:39.267513
24,1.4,4.0,26.091350448275865,12.273905928571423,2.894398724999997,0.6876637474129095,0.8947796061334892,150.0,0.532258064516129,2022-06-17 11:17:39.706924
25,1.6,0.0,29.189786962962962,12.740584538461537,2.3765430999999992,0.7040724669514792,0.9150764074329806,150.0,0.578125,2022-06-17 11:17:40.146365
26,1.6,1.0,27.63375974074074,13.98673107692308,2.449248200000002,0.6723139497195194,0.9006852640493378,150.0,0.5846153846153846,2022-06-17 11:17:40.610117
27,1.6,2.0,27.13149778571428,13.208158074074083,2.174651422222227,0.6805342978960303,0.9123361814802323,150.0,0.6,2022-06-17 11:17:41.081804
28,1.6,3.0,29.364391538461536,14.607409400000005,2.0912515121951247,0.6764433715373738,0.9240326081894243,150.0,0.6285714285714286,2022-06-17 11:17:41.521726
29,1.6,4.0,27.3585868125,8.591607580645162,0.8673130714285711,0.766739861298307,0.9680971424036241,150.0,0.5789473684210527,2022-06-17 11:17:41.992990
