,average_artificial_time_cal,average_idle_time1,average_idle_time2,average_dial_interval,busy_ration1,busy_ration2,call_num,customer_num,loss_ration,max_wait_time,seconds_delay,time
59,26.95039095257729,46.2411952796698,38.31531704863816,28.415940208000002,0.368457047870114,0.4448432783038992,1.0,2500.0,0.0673076923076923,27.0,9.0,2022-06-17 15:55:51.755312
60,27.396058952483774,12.661728755411284,2.5448179711684533,7.4143593312,0.684380650529106,0.909516211323322,2.0,2500.0,0.5611374407582939,12.0,0.0,2022-06-17 15:55:55.424564
61,27.18351314444446,12.907355326530592,3.0673574406332302,8.6778478388,0.6784519988568315,0.8925383817636943,2.0,2500.0,0.5045871559633027,15.0,0.0,2022-06-17 15:55:59.148471
62,26.838747865771808,15.445367334453778,6.027003691406248,10.08647011,0.6351133689493206,0.8162169638363204,2.0,2500.0,0.4274735830931796,18.0,0.0,2022-06-17 15:56:02.743465
63,27.55377797142855,17.32927872496028,7.901891669172954,11.303922455599999,0.6142780108577693,0.7768601031042127,2.0,2500.0,0.36299292214357937,21.0,0.0,2022-06-17 15:56:06.233503
64,27.198392634782603,17.212901306240937,7.986164032596048,12.2685284524,0.6127648261166188,0.7760078036017287,2.0,2500.0,0.3599257884972171,24.0,0.0,2022-06-17 15:56:09.856225
65,25.982597065527074,20.055440074179746,10.160015413714287,12.9128028316,0.5647228302726737,0.7247558515906302,2.0,2500.0,0.33206470028544244,27.0,0.0,2022-06-17 15:56:13.424778
66,27.213034438775505,11.783039065439679,1.9861299796806997,7.6417661384,0.6982709623465643,0.9283398323655524,2.0,2500.0,0.5292987512007685,12.0,1.0,2022-06-17 15:56:17.070914
67,26.56164047905282,13.316063565693431,3.3984894236387766,8.7563285008,0.6664828565394321,0.8830385770603788,2.0,2500.0,0.473633748801534,15.0,1.0,2022-06-17 15:56:20.713472
68,27.108924702922057,14.874506429268312,5.340832915422896,10.3386977752,0.6460769104096519,0.8338668662131623,2.0,2500.0,0.4122137404580153,18.0,1.0,2022-06-17 15:56:24.264768
69,27.111552844250355,15.957732190962107,6.079582833898315,11.822255292000001,0.6298266275644803,0.8180605245175339,2.0,2500.0,0.36856617647058826,21.0,1.0,2022-06-17 15:56:27.946412
70,27.308692940915797,18.55836856360947,8.894270404481134,12.4281511944,0.5957439384309718,0.7569608541205506,2.0,2500.0,0.3471552555448409,24.0,1.0,2022-06-17 15:56:31.469448
71,27.420430673652692,21.609722569715142,11.25790994339622,13.079112263199999,0.559625713679235,0.7083240979963077,2.0,2500.0,0.35145631067961164,27.0,1.0,2022-06-17 15:56:34.973569
72,26.596069759674112,12.355500242857163,2.501047014388502,7.631434325599999,0.6832397967818025,0.9090545744314492,2.0,2500.0,0.5278846153846154,12.0,2.0,2022-06-17 15:56:38.625948
73,26.718936502693023,13.610757241007168,4.007279215924407,8.977729806800001,0.6629144157772243,0.867733180022385,2.0,2500.0,0.4789522918615529,15.0,2.0,2022-06-17 15:56:42.263814
74,27.333036864486004,14.489415458658323,5.3591590766378046,10.728695316,0.6539022315640804,0.8384395424767194,2.0,2500.0,0.3966165413533835,18.0,2.0,2022-06-17 15:56:45.912909
75,27.17604593188405,15.816414242380274,6.687506821885925,11.847658744,0.6324491093289306,0.8062473600876121,2.0,2500.0,0.3727272727272728,21.0,2.0,2022-06-17 15:56:49.586110
76,26.247334228323712,19.49509664978291,9.891901804449644,12.6797466564,0.5741607746193264,0.7329578042051678,2.0,2500.0,0.32421875,24.0,2.0,2022-06-17 15:56:53.128592
77,26.961839036516857,19.549431412095636,10.420681760233913,13.2978429228,0.5800264022001324,0.7307966219803782,2.0,2500.0,0.3080660835762877,27.0,2.0,2022-06-17 15:56:56.703413
78,27.49659109839358,12.182011770623735,2.3442531318051523,7.907708637600001,0.6934103326002187,0.9171405515207496,2.0,2500.0,0.5279620853080569,12.0,3.0,2022-06-17 15:57:00.426838
79,26.887596733102257,13.206802739583333,3.85037512890625,9.252157458,0.6709903430441658,0.8721052450223655,2.0,2500.0,0.4551463644948064,15.0,3.0,2022-06-17 15:57:04.088015
80,26.69905748757764,14.568741545878698,5.4660907982989135,10.6253652068,0.6473255682806878,0.8306373500784439,2.0,2500.0,0.3924528301886793,18.0,3.0,2022-06-17 15:57:07.728127
81,26.448802256559773,17.523406078832107,8.235411390736335,12.0643155144,0.6018386799403306,0.7699896593695991,2.0,2500.0,0.33847637415621984,21.0,3.0,2022-06-17 15:57:11.317051
82,27.03763049648382,18.32192861830986,8.992855527713633,12.9098631108,0.5964123134267261,0.7583850068785677,2.0,2500.0,0.3398328690807799,24.0,3.0,2022-06-17 15:57:14.986260
83,26.73451958831522,19.527202420408162,10.32317570441676,13.645767800399998,0.5782288189716199,0.7321303209753551,2.0,2500.0,0.31471135940409684,27.0,3.0,2022-06-17 15:57:18.636824
84,27.46854577406681,12.10656424606298,3.025989446685868,8.0512348344,0.6945038063594048,0.895684688402758,2.0,2500.0,0.5138490926456543,12.0,4.0,2022-06-17 15:57:22.321597
85,27.52272060770575,13.394526621052663,4.3726275603799465,9.337490638,0.6730293557270062,0.8619881068378539,2.0,2500.0,0.4352126607319486,15.0,4.0,2022-06-17 15:57:25.939389
86,26.857830981538452,15.497141587057015,6.22086066296297,10.999645277599999,0.6344699625583731,0.8168688316900681,2.0,2500.0,0.378585086042065,18.0,4.0,2022-06-17 15:57:29.593036
87,27.184581975254716,17.328166122448994,7.875058188524606,12.2211080708,0.6110607835461634,0.7799523886593782,2.0,2500.0,0.3450905624404195,21.0,4.0,2022-06-17 15:57:33.217729
88,27.4376047365439,18.689220792907808,9.12694229511919,13.024916334,0.5951712433087373,0.7529457916793629,2.0,2500.0,0.34990791896869244,24.0,4.0,2022-06-17 15:57:36.891957
89,26.70849151527773,21.11089555354664,11.688671196511669,13.7622493196,0.558871195168389,0.7078583598851897,2.0,2500.0,0.31947069943289225,27.0,4.0,2022-06-17 15:57:40.513676
90,26.803013704797053,12.066043142329011,2.5776103586956443,8.4159464268,0.6899671867422608,0.909896719129644,2.0,2500.0,0.5081669691470054,12.0,5.0,2022-06-17 15:57:44.344789
91,26.81830650000002,14.611815619130413,4.802587704787215,9.532039998,0.6477107979312227,0.8485670268460992,2.0,2500.0,0.446685878962536,15.0,5.0,2022-06-17 15:57:48.020808
92,27.1091523766816,14.955082838323367,5.76013631976745,11.2475588976,0.6448130255065467,0.823874208343702,2.0,2500.0,0.3747663551401869,18.0,5.0,2022-06-17 15:57:51.701723
93,26.969912667617702,16.78371796285712,7.5405055199999875,12.261717073599998,0.6167414825724516,0.7847643939318888,2.0,2500.0,0.3393025447690858,21.0,5.0,2022-06-17 15:57:55.366051
94,26.76460035579511,18.40084552361677,9.783889241102212,13.389883994000002,0.59291574658476,0.7455760453472376,2.0,2500.0,0.2980132450331126,24.0,5.0,2022-06-17 15:57:58.991692
95,27.146707369655207,21.15191135359112,12.433969230224285,14.012508917600002,0.5623994250586695,0.6990579336327928,2.0,2500.0,0.2899118511263467,27.0,5.0,2022-06-17 15:58:02.534122
96,27.008552884250488,12.967652935361205,3.1838053539703752,8.420531603999999,0.6760318330031471,0.8876454826578855,2.0,2500.0,0.5138376383763837,12.0,6.0,2022-06-17 15:58:06.320927
97,27.111724534722228,14.525391417391305,4.733628054089717,9.58314735,0.6515377973430114,0.8502994746649315,2.0,2500.0,0.4396887159533074,15.0,6.0,2022-06-17 15:58:09.968438
98,26.73733005801525,15.597247542813475,6.954401218905487,11.1267955336,0.6319273606191379,0.7982453218045612,2.0,2500.0,0.3653100775193798,18.0,6.0,2022-06-17 15:58:13.571745
99,26.657126998613034,17.957438965277788,8.841306553881813,12.860220206,0.5978320354267068,0.7626671674799081,2.0,2500.0,0.32300469483568073,21.0,6.0,2022-06-17 15:58:17.222952
100,26.70520192016236,19.78687862872632,10.491817440909118,13.746245612400001,0.5747342393249587,0.7311189697309617,2.0,2500.0,0.29282296650717704,24.0,6.0,2022-06-17 15:58:20.865439
101,28.020286966887372,19.93834160477458,11.111839691959268,14.465517274400003,0.5845814541081337,0.7288733714202027,2.0,2500.0,0.3092406221408966,27.0,6.0,2022-06-17 15:58:24.575860
102,27.331928072490754,12.33129445251392,3.029097407660704,8.519842029600001,0.6894984841218851,0.8961727414311832,2.0,2500.0,0.4871306005719733,12.0,7.0,2022-06-17 15:58:28.292458
103,27.41351577392741,14.272215608264446,4.7480685740025566,10.0878335884,0.6579952335336238,0.8538753823943364,2.0,2500.0,0.4404432132963989,15.0,7.0,2022-06-17 15:58:32.016307
104,27.069045467647058,15.344348899852722,6.678683771886556,11.571757868399999,0.63855899993846,0.8120982128128705,2.0,2500.0,0.3442622950819672,18.0,7.0,2022-06-17 15:58:35.648193
105,26.79468202680965,17.137176436241607,8.270023543429835,13.1024317396,0.6102336961349807,0.7732789561192809,2.0,2500.0,0.3205828779599271,21.0,7.0,2022-06-17 15:58:39.350050
106,27.814046969168864,19.40290111140944,10.708746779837805,14.089572088399999,0.5893938043807101,0.7374862837000818,2.0,2500.0,0.2868068833652008,24.0,7.0,2022-06-17 15:58:42.969874
107,26.8904430414993,21.776300550938373,12.065691622494455,14.532908901199999,0.5528736514473609,0.7017806003319677,2.0,2500.0,0.29594721960414705,27.0,7.0,2022-06-17 15:58:46.604254
108,27.376726110898666,13.706738444444444,3.8263092867231663,8.591761786000001,0.6667938471708551,0.8738399904279475,2.0,2500.0,0.4971153846153846,12.0,8.0,2022-06-17 15:58:50.294280
109,25.923949407643317,14.367841303030294,5.223554053749992,10.126304282000001,0.6437707931845678,0.8347556798017491,2.0,2500.0,0.3978906999041227,15.0,8.0,2022-06-17 15:58:53.975956
110,26.88175527259477,16.510662531386842,7.638705084439064,11.9034512204,0.6198473173922073,0.7871482324902968,2.0,2500.0,0.330078125,18.0,8.0,2022-06-17 15:58:57.597295
111,27.099067458839407,18.074760271621628,8.990403452462777,13.3833902616,0.6002083360270172,0.7654027623531279,2.0,2500.0,0.3022598870056497,21.0,8.0,2022-06-17 15:59:01.277541
112,26.746004978092767,18.873887330322603,10.269328131057287,14.160310485599997,0.5865921800904602,0.7364618419972397,2.0,2500.0,0.27611940298507465,24.0,8.0,2022-06-17 15:59:04.965898
113,26.784630577863588,20.43417078608246,11.755041848785865,14.664534768800001,0.5675611405412878,0.7095587144192135,2.0,2500.0,0.2772093023255814,27.0,8.0,2022-06-17 15:59:08.656095
114,26.479137818505343,12.982128782531193,4.03825766027397,8.8561745988,0.6714089425426656,0.8669962605651842,2.0,2500.0,0.4688090737240075,12.0,9.0,2022-06-17 15:59:12.395144
115,26.69248887360001,14.82535262980768,5.075894892024531,10.3719289188,0.643283633185329,0.8404842230806976,2.0,2500.0,0.426605504587156,15.0,9.0,2022-06-17 15:59:16.180024
116,26.371968650141646,16.495143541843973,8.100378612440194,12.1035519552,0.6155383201083727,0.7761178654898908,2.0,2500.0,0.33833177132146197,18.0,9.0,2022-06-17 15:59:19.896793
117,26.96658813953485,18.219339656164422,9.741091494199562,13.195334804000002,0.5971210953656684,0.7456487223134068,2.0,2500.0,0.2964388835418672,21.0,9.0,2022-06-17 15:59:23.495083
118,26.928397631242,19.005098994871787,11.260516390857143,14.355698491599998,0.5865582440382922,0.725200487588052,2.0,2500.0,0.24975984630163306,24.0,9.0,2022-06-17 15:59:27.114544
119,26.310040789408852,20.1442568618989,11.446628970307527,15.083790007200001,0.566666597011103,0.7136881248853829,2.0,2500.0,0.27044025157232704,27.0,9.0,2022-06-17 15:59:30.854994
120,26.570664670360106,10.773400258333332,0.6314007877758941,5.376810604716227,0.7120787584296786,0.9723917534562524,3.0,2500.0,0.6712204007285975,12.0,0.0,2022-06-17 15:59:34.459470
121,26.995069596199542,11.083715252380935,1.2275395245641774,6.425105831734612,0.7094172414546287,0.9516496039680806,3.0,2500.0,0.5986653956148713,15.0,0.0,2022-06-17 15:59:37.943049
122,26.07412273251029,12.04626895257732,2.0470350964028765,7.3917761942446045,0.6844391275059586,0.9231579490994599,3.0,2500.0,0.5326923076923077,18.0,0.0,2022-06-17 15:59:41.403362
123,27.166481901960783,12.279115461689587,2.8519320201729053,8.03751664068745,0.6891282082106925,0.9015546764500071,3.0,2500.0,0.5062923523717329,21.0,0.0,2022-06-17 15:59:44.828812
124,26.383396092452838,14.108422103969747,3.5110914652406366,8.556674161470822,0.652002141334845,0.8775422724622028,3.0,2500.0,0.5046728971962616,24.0,0.0,2022-06-17 15:59:48.337297
125,26.627205683809525,15.388054391221376,4.781194819559233,8.810746674660274,0.6341932480728938,0.8425256666311921,3.0,2500.0,0.4956772334293948,27.0,0.0,2022-06-17 15:59:51.738986
126,27.07182971195651,10.933710149863773,0.5605263569023652,5.585655297362111,0.7128700187388693,0.9761753019403564,3.0,2500.0,0.6528301886792452,12.0,1.0,2022-06-17 15:59:55.263324
127,27.067933568019104,11.690774215310993,1.2600624190031036,6.49407423381295,0.6988734870701717,0.9501509911865912,3.0,2500.0,0.617351598173516,15.0,1.0,2022-06-17 15:59:58.871470
128,27.685708716157194,12.228040544857786,2.1695690843195368,7.306348976418865,0.694102681978986,0.9197171504708092,3.0,2500.0,0.5621414913957935,18.0,1.0,2022-06-17 16:00:02.358671
129,27.437281808678485,13.500966610671954,3.3017418021828138,8.288287920063949,0.6706476615258075,0.8833210655952294,3.0,2500.0,0.5166825548141086,21.0,1.0,2022-06-17 16:00:05.833156
130,27.002440140655125,14.440114617760592,4.521429900709203,8.585930455235811,0.6520008452559898,0.8516994683638314,3.0,2500.0,0.4891732283464567,24.0,1.0,2022-06-17 16:00:09.206009
131,27.468575771062266,14.0949253761468,4.336388768175587,9.063905551958433,0.6612928701768362,0.8606134738017127,3.0,2500.0,0.4780114722753346,27.0,1.0,2022-06-17 16:00:12.649508
132,26.908647567567574,11.199971531165314,0.8918504975288332,5.633318669464429,0.7066652925108251,0.9615761465673844,3.0,2500.0,0.6462715105162524,12.0,2.0,2022-06-17 16:00:16.166506
133,28.013851903073288,11.03070924644549,1.5685119125412437,6.593504631494803,0.7179636202772975,0.9424096538863296,3.0,2500.0,0.5844793713163065,15.0,2.0,2022-06-17 16:00:19.620286
134,26.57198002092048,12.44413933962266,2.6940250891530577,7.44093518904876,0.681506070442862,0.9027175241432192,3.0,2500.0,0.5318315377081293,18.0,2.0,2022-06-17 16:00:23.037252
135,27.019529840077066,13.182981660231665,2.7480289945725955,8.337261806954437,0.6725105246657082,0.9028723819341886,3.0,2500.0,0.5185528756957328,21.0,2.0,2022-06-17 16:00:26.538117
136,26.99541700532861,13.177477880782904,3.518156725955192,9.048358557953637,0.6723726163073951,0.8818677323901403,3.0,2500.0,0.4825367647058824,24.0,2.0,2022-06-17 16:00:30.052272
137,26.754337924596047,14.607368778776983,4.6427031346666725,9.201611675459633,0.6472487285247955,0.8487644184243723,3.0,2500.0,0.4828226555246054,27.0,2.0,2022-06-17 16:00:33.550158
