,average_artificial_time_cal,average_idle_time1,average_idle_time2,busy_ration1,busy_ration2,call_num,customer_num,loss_ration,max_wait_time,seconds_delay,time
0,26.621611226899393,11.507863571428565,2.282295893538913,0.6984062349620037,0.9162733200023363,2.0,5000.0,0.5431519699812383,12.0,0.0,2022-06-17 11:32:36.384053
1,27.05289209728717,13.260642322097393,3.5298150120805505,0.6712688278708904,0.8779203462742704,2.0,5000.0,0.4790448343079922,15.0,0.0,2022-06-17 11:32:43.614974
2,26.91627952887787,15.160154783649896,5.136408548447213,0.6398898564797499,0.8377917226062436,2.0,5000.0,0.42120343839541546,18.0,0.0,2022-06-17 11:32:50.810727
3,27.07238873556233,16.39540816349808,6.759329908767762,0.6229933937561943,0.8004843070467119,2.0,5000.0,0.3768939393939394,21.0,0.0,2022-06-17 11:32:58.020103
4,26.686545705118387,19.744051331804304,9.80027701510576,0.5749488384742091,0.7330477770649261,2.0,5000.0,0.3602150537634409,24.0,0.0,2022-06-17 11:33:05.163654
5,26.886509118876116,19.700639012256634,10.167169675278883,0.5772987639972388,0.7321501159132584,2.0,5000.0,0.34466477809254015,27.0,0.0,2022-06-17 11:33:12.353124
6,26.898525991718433,12.664528615544036,2.38060585652487,0.680115394545932,0.9135746880464118,2.0,5000.0,0.5434782608695652,12.0,1.0,2022-06-17 11:33:19.779190
7,27.170839615032076,13.719074272477071,3.743124394612805,0.6646919834250474,0.8753611752406053,2.0,5000.0,0.4767386091127098,15.0,1.0,2022-06-17 11:33:27.097115
8,27.18425945977013,14.898092983566137,5.189130298017345,0.646165471290664,0.8365529605561146,2.0,5000.0,0.423841059602649,18.0,1.0,2022-06-17 11:33:34.356089
9,27.31466586651753,15.860892784328353,6.6171885307917835,0.632815218699519,0.8050828123365693,2.0,5000.0,0.3695345557122708,21.0,1.0,2022-06-17 11:33:41.609644
10,27.002354685393232,19.493355510494784,9.666515436526968,0.5809318150235144,0.7398470959894246,2.0,5000.0,0.36093824796553375,24.0,1.0,2022-06-17 11:33:48.761280
11,27.060950042583393,19.570172006392042,9.562064818644062,0.580492416815083,0.7423278579374566,2.0,5000.0,0.35896269335759784,27.0,1.0,2022-06-17 11:33:56.087402
12,26.984493794974895,12.43686140241447,2.3287576571228885,0.6847317238816195,0.9149546824711922,2.0,5000.0,0.5361305361305362,12.0,2.0,2022-06-17 11:34:03.588793
13,27.533418736842115,13.280985645776559,3.7888169487004073,0.6747997832014628,0.8768075205340276,2.0,5000.0,0.4650485436893204,15.0,2.0,2022-06-17 11:34:10.852757
14,26.542830289062533,15.096081151680968,5.806468498148128,0.6376331536254927,0.8234609525752635,2.0,5000.0,0.3933649289099526,18.0,2.0,2022-06-17 11:34:18.098924
15,26.72086776850507,16.20804861365288,6.847349261494264,0.6226150861789888,0.7985387182031319,2.0,5000.0,0.36556169429097607,21.0,2.0,2022-06-17 11:34:25.425979
16,26.47995765014166,18.585555846208344,9.254248902199052,0.5877597308150815,0.7486188207166109,2.0,5000.0,0.33427628477133425,24.0,2.0,2022-06-17 11:34:32.662450
17,26.407818841811817,19.960033958159023,10.34999509564236,0.5696995103911042,0.7250598871480745,2.0,5000.0,0.33564814814814814,27.0,2.0,2022-06-17 11:34:39.946664
