,F,G,average_idle_time,average_real_idle_time,busy_ration,customer_num,loss_ration
0,1.0,0.0,12.923634823068303,2.6103694319938135,0.677773555148047,5000.0,0.5798872180451128
0,1.0,0.0,12.445218900221768,2.2975288028274092,0.6870167953344315,5000.0,0.5821378991207774
